Municipios;Distritos;Secciones;Sexo;Nacionalidad;Distribución de la renta por unidad de consumo;Periodo;Total
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
